Invoice No,Invoice Date,Customer Code,Customer Name,Customer Type,Region,State,City,Product Code,Product Name,Category,Brand,Quantity,Unit Price,Payment Status,Payment Mode,Sales Person,Gross Sales,Discount %,Discount Amount,Tax %,Tax Amount,Net Sales,Cost,Profit
INV00000263,2024-12-31,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,12,566.57,Overdue,RTGS,Manish Kumar,6798.84,10,679.88,18,1101.41,7220.37,5280,838.96
INV00000264,2024-11-23,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,346,410.93,Paid,RTGS,Priya Verma,142181.78,10,14218.18,18,23033.45,150997.05,116602,11361.6
INV00000265,2025-02-27,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,476,707.42,Paid,NEFT,Karan Singh,336731.92,5,16836.6,18,57581.16,377476.48,276080,43815.32
INV00000266,2024-04-20,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000046,Canvas 240 GSM,Denim,Trident,273,568.25,Pending,Cash,Anjali Gupta,155132.25,15,23269.84,18,23735.23,155597.65,129948,1914.41
INV00000267,2024-11-15,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000013,Twill 140 GSM,Linen,Welspun,37,193.63,Overdue,Cheque,Manish Kumar,7164.31,15,1074.65,18,1096.14,7185.8,5365,724.66
INV00000268,2024-10-05,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,299,173.1,Overdue,RTGS,Manish Kumar,51756.9,10,5175.69,18,8384.62,54965.83,37076,9505.21
INV00000269,2025-01-14,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,483,574.75,Pending,RTGS,Rahul Mehta,277604.25,10,27760.42,18,44971.89,294815.71,227010,22833.83
INV00000270,2025-05-12,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000048,Twill 100 GSM,Linen,Vardhman,29,588.08,Pending,NEFT,Priya Verma,17054.32,0,0.0,18,3069.78,20124.1,12818,4236.32
INV00000271,2025-05-15,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000047,Drill 120 GSM,Viscose,Vardhman,242,573.75,Pending,Cheque,Priya Verma,138847.5,0,0.0,18,24992.55,163840.05,109626,29221.5
INV00000272,2025-01-27,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000030,Twill 120 GSM,Denim,Vardhman,483,424.66,Pending,UPI,Rahul Mehta,205110.78,0,0.0,18,36919.94,242030.72,171948,33162.78
INV00000273,2024-03-14,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,255,212.81,Overdue,NEFT,Rohit Sharma,54266.55,15,8139.98,18,8302.78,54429.35,47175,-1048.43
INV00000274,2024-08-13,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000009,Satin 320 GSM,Polyester,Arvind,83,700.76,Paid,NEFT,Sneha Patel,58163.08,15,8724.46,18,8898.95,58337.57,41998,7440.62
INV00000275,2024-06-08,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000024,Lycra 140 GSM,Denim,Garden,440,604.73,Pending,Cash,Manish Kumar,266081.2,0,0.0,18,47894.62,313975.82,206800,59281.2
INV00000276,2025-10-01,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,329,206.96,Overdue,Cash,Karan Singh,68089.84,10,6808.98,18,11030.55,72311.41,53956,7324.86
INV00000277,2025-01-31,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000030,Twill 120 GSM,Denim,Vardhman,309,424.66,Paid,RTGS,Sneha Patel,131219.94,5,6561.0,18,22438.61,147097.55,110004,14654.94
INV00000278,2025-12-11,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,363,410.93,Overdue,RTGS,Amit Shah,149167.59,0,0.0,18,26850.17,176017.76,122331,26836.59
INV00000279,2024-09-06,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000025,Drill 200 GSM,Linen,Alok,95,380.73,Pending,Cash,Manish Kumar,36169.35,5,1808.47,18,6184.96,40545.84,26980,7380.88
INV00000280,2024-12-27,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000010,Voile 140 GSM,Silk,Alok,476,438.55,Paid,Cash,Karan Singh,208749.8,0,0.0,18,37574.96,246324.76,167552,41197.8
INV00000281,2025-03-13,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000033,Satin 280 GSM,Denim,Alok,246,173.6,Paid,RTGS,Priya Verma,42705.6,15,6405.84,18,6533.96,42833.72,34932,1367.76
INV00000282,2025-07-16,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,47,456.19,Overdue,RTGS,Anjali Gupta,21440.93,0,0.0,18,3859.37,25300.3,16215,5225.93
INV00000283,2024-06-03,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000007,Ribstop 280 GSM,Cotton Yarn,Welspun,80,648.63,Pending,NEFT,Vikas Jain,51890.4,10,5189.04,18,8406.24,55107.6,42000,4701.36
INV00000284,2024-02-18,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000023,Lycra 120 GSM,Linen,Garden,463,746.96,Paid,NEFT,Karan Singh,345842.48,5,17292.12,18,59139.06,387689.42,276874,51676.36
INV00000285,2025-11-05,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000011,Satin 120 GSM,Viscose,Reliance,307,756.61,Paid,RTGS,Manish Kumar,232279.27,0,0.0,18,41810.27,274089.54,166087,66192.27
INV00000286,2025-03-26,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000011,Satin 120 GSM,Viscose,Reliance,65,756.61,Pending,Cheque,Sneha Patel,49179.65,15,7376.95,18,7524.49,49327.19,35165,6637.7
INV00000287,2025-09-28,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000024,Lycra 140 GSM,Denim,Garden,151,604.73,Pending,Cash,Amit Shah,91314.23,5,4565.71,18,15614.73,102363.25,70970,15778.52
INV00000288,2024-05-31,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,249,752.59,Paid,Cheque,Vikas Jain,187394.91,0,0.0,18,33731.08,221125.99,138942,48452.91
INV00000289,2025-01-06,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000041,Drill 120 GSM,Silk,Welspun,14,139.65,Overdue,Cheque,Neha Joshi,1955.1,5,97.76,18,334.32,2191.67,1596,261.35
INV00000290,2025-11-12,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,407,195.22,Overdue,UPI,Neha Joshi,79454.54,0,0.0,18,14301.82,93756.36,61457,17997.54
INV00000291,2024-01-13,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000036,Ribstop 240 GSM,Linen,Welspun,178,142.16,Pending,Cheque,Manish Kumar,25304.48,15,3795.67,18,3871.59,25380.39,18868,2640.81
INV00000292,2025-08-04,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,148,752.59,Paid,Cheque,Vikas Jain,111383.32,10,11138.33,18,18044.1,118289.09,82584,17660.99
INV00000293,2024-05-27,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000025,Drill 200 GSM,Linen,Alok,332,380.73,Overdue,Cash,Rohit Sharma,126402.36,10,12640.24,18,20477.18,134239.31,94288,19474.12
INV00000294,2024-08-05,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,457,206.96,Overdue,RTGS,Karan Singh,94580.72,0,0.0,18,17024.53,111605.25,74948,19632.72
INV00000295,2024-09-23,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,119,752.59,Pending,UPI,Vikas Jain,89558.21,5,4477.91,18,15314.45,100394.75,66402,18678.3
INV00000296,2025-04-25,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,157,456.19,Overdue,Cheque,Rohit Sharma,71621.83,5,3581.09,18,12247.33,80288.07,54165,13875.74
INV00000297,2024-02-16,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000033,Satin 280 GSM,Denim,Alok,359,173.6,Overdue,Cheque,Rohit Sharma,62322.4,10,6232.24,18,10096.23,66186.39,50978,5112.16
INV00000298,2025-02-10,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000005,Canvas 200 GSM,Viscose,Welspun,269,250.29,Overdue,RTGS,Rahul Mehta,67328.01,10,6732.8,18,10907.14,71502.35,57297,3298.21
INV00000299,2025-11-12,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000031,Satin 120 GSM,Silk,Vardhman,306,634.54,Pending,Cheque,Karan Singh,194169.24,15,29125.39,18,29707.89,194751.75,144738,20305.85
INV00000300,2025-10-29,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000005,Canvas 200 GSM,Viscose,Welspun,325,250.29,Paid,Cheque,Rohit Sharma,81344.25,10,8134.42,18,13177.77,86387.59,69225,3984.82
INV00000301,2024-01-25,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000033,Satin 280 GSM,Denim,Alok,316,173.6,Overdue,NEFT,Manish Kumar,54857.6,5,2742.88,18,9380.65,61495.37,44872,7242.72
INV00000302,2025-03-24,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000036,Ribstop 240 GSM,Linen,Welspun,30,142.16,Paid,NEFT,Manish Kumar,4264.8,10,426.48,18,690.9,4529.22,3180,658.32
INV00000303,2024-06-11,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,300,456.19,Paid,UPI,Amit Shah,136857.0,15,20528.55,18,20939.12,137267.57,103500,12828.45
INV00000304,2024-11-27,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000024,Lycra 140 GSM,Denim,Garden,363,604.73,Pending,NEFT,Priya Verma,219516.99,15,32927.55,18,33586.1,220175.54,170610,15979.44
INV00000305,2025-08-17,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,218,410.93,Overdue,UPI,Rohit Sharma,89582.74,10,8958.27,18,14512.4,95136.87,73466,7158.47
INV00000306,2025-08-17,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000010,Voile 140 GSM,Silk,Alok,152,438.55,Paid,UPI,Sneha Patel,66659.6,15,9998.94,18,10198.92,66859.58,53504,3156.66
INV00000307,2024-04-16,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000019,Denim 180 GSM,Linen,Vardhman,330,568.96,Paid,NEFT,Priya Verma,187756.8,10,18775.68,18,30416.6,199397.72,148170,20811.12
INV00000308,2025-09-11,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000017,Ribstop 320 GSM,Polyester,Arvind,271,787.49,Pending,RTGS,Karan Singh,213409.79,10,21340.98,18,34572.39,226641.2,155554,36514.81
INV00000309,2025-10-27,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,16,566.57,Paid,Cheque,Rahul Mehta,9065.12,15,1359.77,18,1386.96,9092.32,7040,665.35
INV00000310,2024-07-25,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000023,Lycra 120 GSM,Linen,Garden,373,746.96,Overdue,Cheque,Rahul Mehta,278616.08,0,0.0,18,50150.89,328766.97,223054,55562.08
INV00000311,2024-09-24,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000024,Lycra 140 GSM,Denim,Garden,168,604.73,Overdue,Cash,Amit Shah,101594.64,0,0.0,18,18287.04,119881.68,78960,22634.64
INV00000312,2025-02-08,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,213,212.81,Paid,NEFT,Priya Verma,45328.53,15,6799.28,18,6935.27,45464.52,39405,-875.75
INV00000313,2024-04-21,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,423,540.47,Pending,UPI,Karan Singh,228618.81,10,22861.88,18,37036.25,242793.18,187812,17944.93
INV00000314,2024-12-03,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000010,Voile 140 GSM,Silk,Alok,410,438.55,Overdue,RTGS,Anjali Gupta,179805.5,15,26970.82,18,27510.24,180344.92,144320,8514.67
INV00000315,2025-07-23,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000025,Drill 200 GSM,Linen,Alok,383,380.73,Overdue,NEFT,Amit Shah,145819.59,10,14581.96,18,23622.77,154860.4,108772,22465.63
INV00000316,2025-07-17,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000035,Voile 180 GSM,Silk,Raymond,311,466.86,Paid,UPI,Karan Singh,145193.46,0,0.0,18,26134.82,171328.28,106673,38520.46
INV00000317,2024-04-10,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,49,707.42,Pending,Cash,Priya Verma,34663.58,15,5199.54,18,5303.53,34767.57,28420,1044.04
INV00000318,2025-06-08,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000048,Twill 100 GSM,Linen,Vardhman,268,588.08,Pending,RTGS,Sneha Patel,157605.44,0,0.0,18,28368.98,185974.42,118456,39149.44
INV00000319,2024-11-08,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000029,Canvas 160 GSM,Technical Textile,Trident,486,246.12,Overdue,RTGS,Vikas Jain,119614.32,10,11961.43,18,19377.52,127030.41,89910,17742.89
INV00000320,2025-03-09,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,193,626.27,Paid,Cheque,Amit Shah,120870.11,15,18130.52,18,18493.13,121232.72,94763,7976.59
INV00000321,2024-12-23,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000009,Satin 320 GSM,Polyester,Arvind,172,700.76,Pending,Cash,Vikas Jain,120530.72,10,12053.07,18,19525.98,128003.62,87032,21445.65
INV00000322,2025-05-10,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,149,707.42,Pending,UPI,Sneha Patel,105405.58,5,5270.28,18,18024.35,118159.66,86420,13715.3
INV00000323,2024-11-13,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000033,Satin 280 GSM,Denim,Alok,148,173.6,Paid,UPI,Priya Verma,25692.8,0,0.0,18,4624.7,30317.5,21016,4676.8
INV00000324,2024-09-18,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000033,Satin 280 GSM,Denim,Alok,476,173.6,Pending,UPI,Rahul Mehta,82633.6,10,8263.36,18,13386.64,87756.88,67592,6778.24
INV00000325,2025-01-12,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,363,195.22,Paid,UPI,Karan Singh,70864.86,0,0.0,18,12755.67,83620.53,54813,16051.86
INV00000326,2025-09-02,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,36,195.22,Overdue,Cheque,Priya Verma,7027.92,0,0.0,18,1265.03,8292.95,5436,1591.92
INV00000327,2024-01-15,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000019,Denim 180 GSM,Linen,Vardhman,472,568.96,Paid,UPI,Priya Verma,268549.12,0,0.0,18,48338.84,316887.96,211928,56621.12
INV00000328,2024-02-16,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000047,Drill 120 GSM,Viscose,Vardhman,18,573.75,Pending,Cheque,Anjali Gupta,10327.5,10,1032.75,18,1673.06,10967.8,8154,1140.75
INV00000329,2024-09-13,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,337,195.22,Overdue,Cash,Rahul Mehta,65789.14,5,3289.46,18,11249.94,73749.63,50887,11612.68
INV00000330,2025-11-23,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000011,Satin 120 GSM,Viscose,Reliance,377,756.61,Paid,Cheque,Rohit Sharma,285241.97,10,28524.2,18,46209.2,302926.97,203957,52760.77
INV00000331,2025-08-16,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,295,574.75,Pending,Cheque,Priya Verma,169551.25,5,8477.56,18,28993.26,190066.95,138650,22423.69
INV00000332,2024-01-09,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000006,Canvas 240 GSM,Technical Textile,Vardhman,34,172.02,Overdue,Cash,Neha Joshi,5848.68,10,584.87,18,947.49,6211.3,4488,775.81
INV00000333,2024-08-07,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000032,Voile 120 GSM,Linen,Reliance,362,613.76,Paid,NEFT,Priya Verma,222181.12,0,0.0,18,39992.6,262173.72,159642,62539.12
INV00000334,2025-12-10,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,291,574.75,Pending,UPI,Anjali Gupta,167252.25,10,16725.22,18,27094.86,177621.89,136770,13757.02
INV00000335,2025-10-17,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,271,212.81,Overdue,RTGS,Sneha Patel,57671.51,15,8650.73,18,8823.74,57844.52,50135,-1114.22
INV00000336,2024-09-25,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,381,574.75,Paid,RTGS,Amit Shah,218979.75,0,0.0,18,39416.36,258396.1,179070,39909.75
INV00000337,2024-11-04,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,411,212.81,Pending,NEFT,Priya Verma,87464.91,15,13119.74,18,13382.13,87727.3,76035,-1689.83
INV00000338,2025-07-14,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,252,322.71,Pending,Cash,Rahul Mehta,81322.92,5,4066.15,18,13906.22,91162.99,68292,8964.77
INV00000339,2025-09-03,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000025,Drill 200 GSM,Linen,Alok,144,380.73,Pending,NEFT,Amit Shah,54825.12,5,2741.26,18,9375.1,61458.96,40896,11187.86
INV00000340,2024-03-27,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,460,410.93,Paid,NEFT,Priya Verma,189027.8,5,9451.39,18,32323.75,211900.16,155020,24556.41
INV00000341,2024-11-13,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,156,132.1,Pending,UPI,Priya Verma,20607.6,15,3091.14,18,3152.96,20669.42,15288,2228.46
INV00000342,2024-10-19,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000008,Voile 160 GSM,Cotton Fabric,Reliance,21,622.3,Overdue,Cash,Rahul Mehta,13068.3,15,1960.24,18,1999.45,13107.5,9849,1259.06
INV00000343,2024-04-11,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000044,Twill 140 GSM,Cotton Yarn,Reliance,196,322.71,Paid,Cash,Neha Joshi,63251.16,5,3162.56,18,10815.95,70904.55,53116,6972.6
INV00000344,2025-06-12,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000031,Satin 120 GSM,Silk,Vardhman,443,634.54,Overdue,UPI,Karan Singh,281101.22,0,0.0,18,50598.22,331699.44,209539,71562.22
INV00000345,2025-08-03,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,199,707.42,Pending,Cheque,Sneha Patel,140776.58,0,0.0,18,25339.78,166116.36,115420,25356.58
INV00000346,2024-06-24,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000023,Lycra 120 GSM,Linen,Garden,317,746.96,Pending,RTGS,Neha Joshi,236786.32,5,11839.32,18,40490.46,265437.46,189566,35381.0
INV00000347,2024-06-02,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000009,Satin 320 GSM,Polyester,Arvind,112,700.76,Overdue,Cash,Rohit Sharma,78485.12,0,0.0,18,14127.32,92612.44,56672,21813.12
INV00000348,2025-07-03,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,248,540.47,Paid,UPI,Amit Shah,134036.56,0,0.0,18,24126.58,158163.14,110112,23924.56
INV00000349,2025-03-15,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000020,Denim 100 GSM,Silk,Garden,65,787.32,Paid,RTGS,Rahul Mehta,51175.8,10,5117.58,18,8290.48,54348.7,38870,7188.22
INV00000350,2025-07-21,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000043,Voile 240 GSM,Polyester,Raymond,403,232.56,Overdue,UPI,Manish Kumar,93721.68,10,9372.17,18,15182.91,99532.42,79391,4958.51
INV00000351,2024-12-12,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000032,Voile 120 GSM,Linen,Reliance,394,613.76,Pending,NEFT,Sneha Patel,241821.44,15,36273.22,18,36998.68,242546.9,173754,31794.22
INV00000352,2025-05-31,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,201,212.81,Overdue,Cash,Sneha Patel,42774.81,5,2138.74,18,7314.49,47950.56,37185,3451.07
INV00000353,2025-11-08,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000041,Drill 120 GSM,Silk,Welspun,75,139.65,Overdue,Cheque,Amit Shah,10473.75,5,523.69,18,1791.01,11741.07,8550,1400.06
INV00000354,2024-11-11,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000037,Canvas 200 GSM,Cotton Fabric,Alok,291,115.63,Overdue,RTGS,Rahul Mehta,33648.33,10,3364.83,18,5451.03,35734.53,29100,1183.5
INV00000355,2024-12-03,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000048,Twill 100 GSM,Linen,Vardhman,39,588.08,Paid,UPI,Neha Joshi,22935.12,0,0.0,18,4128.32,27063.44,17238,5697.12
INV00000356,2024-09-29,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000010,Voile 140 GSM,Silk,Alok,275,438.55,Paid,Cheque,Rohit Sharma,120601.25,5,6030.06,18,20622.81,135194.0,96800,17771.19
INV00000357,2025-10-03,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,260,752.59,Pending,Cheque,Priya Verma,195673.4,0,0.0,18,35221.21,230894.61,145080,50593.4
INV00000358,2025-03-04,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000050,Voile 140 GSM,Denim,Welspun,244,187.55,Paid,RTGS,Priya Verma,45762.2,5,2288.11,18,7825.34,51299.43,34892,8582.09
INV00000359,2024-06-30,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000024,Lycra 140 GSM,Denim,Garden,152,604.73,Pending,RTGS,Vikas Jain,91918.96,10,9191.9,18,14890.87,97617.94,71440,11287.06
INV00000360,2024-10-19,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000024,Lycra 140 GSM,Denim,Garden,376,604.73,Overdue,Cheque,Sneha Patel,227378.48,15,34106.77,18,34788.91,228060.62,176720,16551.71
INV00000361,2025-02-20,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000033,Satin 280 GSM,Denim,Alok,443,173.6,Pending,Cheque,Manish Kumar,76904.8,0,0.0,18,13842.86,90747.66,62906,13998.8
INV00000362,2025-02-02,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,330,195.22,Overdue,NEFT,Anjali Gupta,64422.6,5,3221.13,18,11016.26,72217.73,49830,11371.47
INV00000363,2024-08-20,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000040,Lycra 320 GSM,Technical Textile,Trident,455,667.35,Pending,RTGS,Priya Verma,303644.25,15,45546.64,18,46457.57,304555.18,244335,13762.61
INV00000364,2024-04-15,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000035,Voile 180 GSM,Silk,Raymond,386,466.86,Pending,RTGS,Priya Verma,180207.96,15,27031.19,18,27571.82,180748.58,132398,20778.77
INV00000365,2024-05-20,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000046,Canvas 240 GSM,Denim,Trident,274,568.25,Pending,Cheque,Sneha Patel,155700.5,15,23355.08,18,23822.18,156167.6,130424,1921.42
